index,score
0,0.9971699714660645
1,0.8219140768051147
2,0.9403977394104004
3,0.9636104106903076
4,0.8253182172775269
5,0.991020917892456
6,0.8527108430862427
7,0.2625604271888733
8,0.9997642636299133
9,0.9638165235519409
10,0.9981948733329773
11,0.8602224588394165
12,0.9973640441894531
13,0.9038935899734497
14,0.9790830612182617
15,0.04778668284416199
16,0.750888466835022
17,0.10374855995178223
18,0.40504610538482666
19,0.1474660336971283
20,0.9774678349494934
21,0.07943084836006165
22,0.3215087950229645
23,0.996715247631073
24,0.9993890523910522
25,0.4480268359184265
26,0.9902055263519287
27,0.690281331539154
28,0.0515289306640625
29,0.9990798234939575
30,0.8876003623008728
31,0.9978781342506409
32,0.9378231763839722
33,0.9971357583999634
34,0.5907843112945557
35,0.9847314357757568
36,0.6941409111022949
37,0.9632204174995422
38,0.9776281118392944
39,0.4062207341194153
40,0.7314351797103882
41,0.9951345920562744
42,0.27104276418685913
43,0.9920581579208374
44,0.16292804479599
45,0.997344970703125
46,0.9509203433990479
47,0.6074809432029724
48,0.37684112787246704
49,0.9931696653366089
50,0.7898015379905701
51,0.22475484013557434
52,0.02185240387916565
53,0.4281989336013794
54,0.9990936517715454
55,0.9964794516563416
56,0.8069158792495728
57,0.17456749081611633
58,0.6725115180015564
59,0.03242632746696472
60,0.02745068073272705
61,0.2174254059791565
62,0.9938623905181885
63,0.6750283241271973
64,0.5311352014541626
65,0.023722559213638306
66,0.9116876125335693
67,0.9953939914703369
68,0.6378652453422546
69,0.6196691393852234
70,0.9892301559448242
71,0.8406869769096375
72,0.49913516640663147
73,0.29821524024009705
74,0.9870952367782593
75,0.7881190776824951
76,0.4263436198234558
77,0.8648672103881836
78,0.8728547096252441
79,0.9960229992866516
80,0.9255862236022949
81,0.9998913407325745
82,0.9968615770339966
83,0.9959791302680969
84,0.3097861409187317
85,0.9988685846328735
86,0.6163997650146484
87,0.13985764980316162
88,0.9480919241905212
89,0.930756688117981
90,0.9407798647880554
91,0.9985688924789429
92,0.9958765506744385
93,0.8651189804077148
94,0.9999074935913086
95,0.9803924560546875
96,0.9992210268974304
97,0.9939961433410645
98,0.768607497215271
99,0.9985437393188477
100,0.9572151303291321
101,0.9990936517715454
102,0.9965696334838867
103,0.5896025896072388
104,0.963699460029602
105,0.1899508833885193
106,0.31330782175064087
107,0.9332619309425354
108,0.8851289749145508
109,0.9963575005531311
110,0.5198384523391724
111,0.967074990272522
112,0.975360631942749
113,0.996586263179779
114,0.9176467657089233
115,0.4103594422340393
116,0.9986122846603394
117,0.9606280326843262
118,0.9890470504760742
119,0.7204214334487915
120,0.968147873878479
121,0.5986722111701965
122,0.9987494945526123
123,0.5374788045883179
124,0.9996300339698792
125,0.9939984083175659
126,0.8770835399627686
127,0.6972537636756897
128,0.9591223001480103
129,0.46171146631240845
130,0.9920903444290161
131,0.9982381463050842
132,0.5675068497657776
133,0.9857139587402344
134,0.9093219041824341
135,0.9973894357681274
136,0.9871562719345093
137,0.939070463180542
138,0.8672723770141602
139,0.9748740792274475
140,0.8908358216285706
141,0.3814275860786438
142,0.849920928478241
143,0.9995704889297485
144,0.8584468364715576
145,0.9993850588798523
146,0.840688943862915
147,0.9984121322631836
148,0.9986734390258789
149,0.9776856899261475
150,0.6484369039535522
151,0.9968529939651489
152,0.9656312465667725
153,0.8909323215484619
154,0.9731472730636597
155,0.2318696677684784
156,0.9934358596801758
157,0.9861878156661987
158,0.5145193934440613
159,0.46707451343536377
160,0.9991089701652527
161,0.9780241250991821
162,0.6987807154655457
163,0.9104461669921875
164,0.9552723169326782
165,0.14995384216308594
166,0.9644515514373779
167,0.510776162147522
168,0.9995986223220825
169,0.29049617052078247
170,0.9994724988937378
171,0.5929215550422668
172,0.987861692905426
173,0.9897267818450928
174,0.8871922492980957
175,0.5655336976051331
176,0.7716522216796875
177,0.9903724193572998
178,0.9971686601638794
179,0.9963986277580261
180,0.3479432463645935
181,0.9964443445205688
182,0.3873458802700043
183,0.9970048069953918
184,0.9978550672531128
185,0.9948349595069885
186,0.9997614622116089
187,0.9861131310462952
188,0.9986543655395508
189,0.11555498838424683
190,0.008169174194335938
191,0.19074943661689758
192,0.6498020887374878
193,0.6836440563201904
194,0.9261545538902283
195,0.9985572695732117
196,0.9334903955459595
197,0.9980549216270447
198,0.9586540460586548
199,0.3969529867172241
200,0.8280863165855408
201,0.3104230761528015
202,0.9978415966033936
203,0.9595736861228943
204,0.08471009135246277
205,0.9944272041320801
206,0.5267573595046997
207,0.998845100402832
208,0.8992457985877991
209,0.7666195631027222
210,0.9364432096481323
211,0.5493117570877075
212,0.8789983987808228
213,0.9718615412712097
214,0.9077005982398987
215,0.1523239016532898
216,0.989496111869812
217,0.8970403671264648
218,0.9780318140983582
219,0.9917266368865967
220,0.9991581439971924
221,0.7968817949295044
222,0.9378094673156738
223,0.858587920665741
224,0.9997862577438354
225,0.9726216793060303
226,0.043998390436172485
227,0.9980568885803223
228,0.9935085773468018
229,0.9177828431129456
230,0.95472252368927
231,0.9927746653556824
232,0.8433666825294495
233,0.22366788983345032
234,0.9898616075515747
235,0.6705005764961243
236,0.6888497471809387
237,0.894311785697937
238,0.9996743202209473
239,0.9956260919570923
240,0.6893815398216248
241,0.29149049520492554
242,0.5162177681922913
243,0.11061659455299377
244,0.8237414360046387
245,0.9877102375030518
246,0.06396698951721191
247,0.9667765498161316
248,0.12445375323295593
249,0.9973891973495483
250,0.9084475636482239
251,0.3378216624259949
252,0.936656653881073
253,0.9958248138427734
254,0.9873287081718445
255,0.7430970668792725
256,0.9898713231086731
257,0.9871776103973389
258,0.31970417499542236
259,0.9986816644668579
260,0.9932286143302917
261,0.9916704893112183
262,0.21031615138053894
263,0.9917442798614502
264,0.9029996395111084
265,0.7920461297035217
266,0.9539350271224976
267,0.580941915512085
268,0.9893935918807983
269,0.7277302742004395
270,0.6023744940757751
271,0.9923492670059204
272,0.9928616285324097
273,0.9181726574897766
274,0.7318784594535828
275,0.9999300837516785
276,0.41039183735847473
277,0.004386812448501587
278,0.9755475521087646
279,0.32773327827453613
280,0.979315996170044
281,0.9274313449859619
282,0.848899245262146
283,0.07984256744384766
284,0.9932082295417786
285,0.9289605617523193
286,0.9994692802429199
